fCnt,freq,bw,sf,cr,rssi,channel,timestamp
2318,915600000,125,7,4/5,-91,2,3382787595
2319,915200000,125,7,4/5,-92,0,3383863611
2320,916200000,125,7,4/5,-100,5,3384939628
2321,915800000,125,7,4/5,-94,3,3386015643
2322,916000000,125,7,4/5,-100,4,3387091667
2323,915400000,125,7,4/5,-95,1,3388167683
2324,916400000,125,7,4/5,-101,6,3389243700
2325,915800000,125,7,4/5,-95,3,3390319715
2326,916000000,125,7,4/5,-100,4,3391395731
2327,916200000,125,7,4/5,-100,5,3392471748
2328,915200000,125,7,4/5,-93,0,3393547771
2329,915600000,125,7,4/5,-93,2,3394623787
2330,915400000,125,7,4/5,-91,1,3395699803
2331,915400000,125,7,4/5,-91,1,3396775819
2332,915200000,125,7,4/5,-95,0,3397851843
2333,915800000,125,7,4/5,-93,3,3398927851
2334,916000000,125,7,4/5,-100,4,3400003875
2335,915600000,125,7,4/5,-84,2,3401079891
2336,916200000,125,7,4/5,-89,5,3402155908
2337,916400000,125,7,4/5,-97,6,3403231924
2338,916200000,125,7,4/5,-96,5,3404307940
2339,915400000,125,7,4/5,-94,1,3405383963
2340,915600000,125,7,4/5,-90,2,3406459979
2341,915200000,125,7,4/5,-93,0,3407536003
2342,916000000,125,7,4/5,-93,4,3408612019
2343,915800000,125,7,4/5,-90,3,3409688027
2344,916400000,125,7,4/5,-90,6,3410764044
2345,916400000,125,7,4/5,-90,6,3411840068
2346,915400000,125,7,4/5,-90,1,3412916083
2347,915800000,125,7,4/5,-89,3,3413992099
2348,916200000,125,7,4/5,-91,5,3415068124
2349,916000000,125,7,4/5,-95,4,3416144139
2350,915600000,125,7,4/5,-92,2,3417220155
2351,915200000,125,7,4/5,-94,0,3418296171
2352,915800000,125,7,4/5,-92,3,3419372187
2353,915600000,125,7,4/5,-93,2,3420448203
2354,915200000,125,7,4/5,-91,0,3421524227
2355,916200000,125,7,4/5,-90,5,3422600244
2356,916400000,125,7,4/5,-91,6,3425616548
2357,915400000,125,7,4/5,-96,1,3426692307
2358,916000000,125,7,4/5,-94,4,3427768323
2359,916400000,125,7,4/5,-93,6,3428844340
2360,915200000,125,7,4/5,-99,0,3429920363
2361,915400000,125,7,4/5,-97,1,3430996379
2362,915800000,125,7,4/5,-95,3,3432072387
2363,916000000,125,7,4/5,-96,4,3433148411
2364,916200000,125,7,4/5,-95,5,3434224428
2365,915600000,125,7,4/5,-97,2,3435300443
2366,916200000,125,7,4/5,-92,5,3436376460
2367,915600000,125,7,4/5,-96,2,3437452475
2368,916000000,125,7,4/5,-95,4,3438528499
2369,915400000,125,7,4/5,-102,1,3439604515
2370,915200000,125,7,4/5,-91,0,3440680539
2372,916400000,125,7,4/5,-95,6,3444772860
2373,916200000,125,7,4/5,-97,5,3445848620
2374,916000000,125,7,4/5,-89,4,3446924635
2376,916400000,125,7,4/5,-91,6,3451016964
2377,915400000,125,7,4/5,-85,1,3452092715
2378,915800000,125,7,4/5,-97,3,3455109027
2379,915600000,125,7,4/5,-95,2,3456184779
2381,915800000,125,7,4/5,-88,3,3460277107
2382,915200000,125,7,4/5,-94,0,3461352875
2383,916200000,125,7,4/5,-97,5,3462428884
2384,916000000,125,7,4/5,-89,4,3463504907
2385,915600000,125,7,4/5,-100,2,3464580915
2386,916400000,125,7,4/5,-99,6,3465656940
2387,915400000,125,7,4/5,-90,1,3466732955
2388,916000000,125,7,4/5,-94,4,3467808979
2389,916200000,125,7,4/5,-93,5,3468884988
2390,915800000,125,7,4/5,-93,3,3469961003
2391,916400000,125,7,4/5,-93,6,3471037020
2392,915600000,125,7,4/5,-85,2,3472113035
2393,915200000,125,7,4/5,-97,0,3473189059
